gene_id,baseMean,log2FoldChange,lfcSE,pvalue,padj
YBR004C,116.1163,-1.161847,0.31474968,1.003721e-4,3.76722e-4
YBR005W,18.67795,-1.640908,0.47564522,1.0011e-4,3.763175e-4
YBR006W,56.55904,-1.656552,0.40284137,7.328113e-6,3.564588e-5
YBR009C,132.685,-2.708756,0.49371883,4.141578e-10,4.568701e-9
YBR010W,134.1459,-2.123613,0.38856561,3.161188e-9,2.940091e-8
YBR013C,31.92051,-1.001308,0.36491699,0.003252778,0.008336311
YBR019C,8.942577,-1.6117,0.55553125,6.336155e-4,0.001960499
YBR022W,30.29158,-1.397091,0.34975009,2.011013e-5,8.913947e-5
YBR037C,79.69064,-1.2613,0.28273593,3.247524e-6,1.700995e-5
YBR039W,123.4841,-2.796496,0.3843464,2.98603e-15,9.149946e-14
YBR042C,48.68463,-1.127849,0.36385542,8.867168e-4,0.0026568
YBR054W,167.4795,-2.385036,0.37488162,6.933743e-12,1.110625e-10
YBR056W-A,21.50016,-1.881829,0.6735774,4.012739e-4,0.001309974
YBR058C-A,28.58024,-1.551658,0.42265495,5.39775e-5,2.164218e-4
YBR061C,10.26447,-1.291692,0.488432,0.00267634,0.007049845
YBR077C,52.293,-1.826401,0.31103237,6.195608e-10,6.582704e-9
YBR085C-A,164.282,-1.617456,0.57451206,7.983197e-4,0.002422843
YBR096W,68.14106,-1.685351,0.27711429,2.319003e-10,2.640833e-9
YBR097W,138.9658,-1.246485,0.24751551,1.966512e-7,1.300687e-6
YBR104W,72.49022,-1.971479,0.39490584,5.802061e-8,4.225312e-7
YBR107C,6.596827,-1.667895,0.60792139,8.514918e-4,0.002560935
YBR111W-A,9.718003,-1.821379,0.5066334,3.829964e-5,1.591504e-4
YBR127C,83.60599,-1.010174,0.30605489,5.270064e-4,0.00167643
YBR132C,169.0498,-1.803908,0.43154005,3.924569e-6,2.018941e-5
YBR133C,100.4785,-1.030333,0.24846578,1.843999e-5,8.236964e-5
YBR139W,151.9951,-1.961877,0.2777427,1.79409e-13,3.883929e-12
YBR144C,5.109752,-1.941499,0.61380825,1.175764e-4,4.343549e-4
YBR145W,57.06034,-2.485001,0.4446379,5.316082e-10,5.720159e-9
YBR149W,112.5401,-2.126879,0.27925399,1.980041e-15,6.343131e-14
YBR159W,67.65897,-1.935795,0.31023778,5.005539e-11,6.741005e-10
YBR163W,114.8944,-1.319888,0.22929356,3.218804e-9,2.976456e-8
YBR164C,14.2456,-1.041063,0.46900107,0.01260861,0.02754009
YBR175W,24.82505,-1.095898,0.48277928,0.01018364,0.02276069
YBR182C-A,9.506652,-1.206476,0.55842342,0.01067175,0.02370961
YBR194W,22.22409,-2.571139,0.38170116,3.175407e-13,6.560785e-12
YBR195C,40.05144,-1.915377,0.3266235,5.314352e-10,5.720159e-9
YBR201C-A,5.762446,-2.389998,0.91584296,1.075624e-4,4.020439e-4
YBR201W,79.26677,-1.213666,0.28835335,1.090161e-5,5.148841e-5
YBR204C,32.30248,-1.973559,0.38172221,2.296382e-8,1.834502e-7
YBR210W,33.45073,-2.732648,0.42711073,1.628202e-12,2.967726e-11
YBR211C,96.94118,-1.563968,0.24871181,7.967389e-11,1.001509e-9
YBR221C,37.46738,-1.366734,0.35201586,3.362166e-5,1.41891e-4
YBR223C,35.19882,-1.273579,0.27576623,1.518393e-6,8.448392e-6
YBR230C,279.7449,-2.411119,0.3322645,1.356398e-14,3.840908e-13
YBR230W-A,36.39179,-1.088057,0.32348726,3.793876e-4,0.001243004
YBR233W-A,4.591062,-2.114568,0.89947006,4.704515e-4,0.001515528
YBR235W,91.43944,-1.366554,0.23779477,3.158552e-9,2.940091e-8
YBR240C,10.45276,-1.09608,0.57723207,0.02308774,0.04665356
YBR244W,13.47545,-1.059943,0.49580974,0.01481874,0.03175517
YBR251W,61.88829,-1.323272,0.33698594,3.028497e-5,1.291846e-4
YBR254C,9.296413,-2.411843,0.72458512,1.481278e-5,6.759531e-5
YBR270C,46.42496,-1.10007,0.27198071,2.60854e-5,1.126342e-4
YBR284W,158.0747,-1.097061,0.30283483,1.436396e-4,5.191489e-4
YBR285W,62.04554,-2.34211,0.38964362,7.112511e-11,9.131621e-10
YBR291C,28.68261,-1.118121,0.48628485,0.009117963,0.02065013
YBR295W,106.9398,-1.142858,0.20504938,1.208203e-8,1.017746e-7
YBR296C,9.354498,-1.651084,0.63271215,0.001260283,0.003630325
YBR297W,1012.199,-3.420293,0.39879244,4.956299e-21,5.070614e-19
YBR298C,1007.116,-1.599533,0.30329604,3.011098e-8,2.337747e-7
YBR299W,2349.121,-4.629567,0.42764454,2.516465e-31,1.0641289999999998e-28
YCL002C,38.97277,-1.528223,0.30495989,1.384155e-7,9.420277e-7
YCL008C,25.72462,-1.066432,0.36227173,0.001608035,0.004507188
YCL012C,75.89382,-1.29099,0.4439467,0.001241583,0.003581339
YCL030C,126.6891,-2.417086,0.43517797,8.092978e-10,8.360547e-9
YCL038C,60.63691,-2.41676,0.34313896,6.235491e-14,1.527093e-12
YCL039W,95.85819,-1.188846,0.24579403,5.918734e-7,3.528433e-6
YCL040W,306.0073,-2.245809,0.29205581,8.252586e-16,2.908119e-14
YCL042W,40.6678,-2.497749,0.52376429,3.607404e-8,2.746911e-7
YCL048W,8.007048,-1.325094,0.54674519,0.004470922,0.01101323
YCL049C,107.6068,-2.441177,0.21793837,1.422691e-30,5.612546999999999e-28
YCR003W,291.755,-1.056867,0.23141158,2.63896e-6,1.411939e-5
YCR005C,361.4325,-2.809404,0.33242374,2.5637479999999996e-19,2.0327310000000003e-17
YCR006C,12.90439,-2.745751,0.5819294,1.807304e-8,1.477284e-7
YCR007C,40.70344,-1.8126660000000001,0.37562287,1.954606e-7,1.294975e-6
YCR010C,24.73801,-3.018382,0.65285837,9.550451e-9,8.16422e-8
YCR012W,577.0671,-2.473626,0.4959132,1.346544e-8,1.125313e-7
YCR020C-A,27.68464,-3.715476,0.62470485,5.564992e-13,1.086115e-11
YCR022C,8.009315,-1.177789,0.5331544,0.01012506,0.02266971
YCR028C,29.08953,-1.70891,0.35402608,2.442645e-7,1.584223e-6
YCR041W,205.6864,-1.393533,0.29323478,6.504788e-7,3.856063e-6
YCR044C,42.30703,-1.369032,0.33586926,1.500707e-5,6.843266e-5
YCR061W,104.6478,-2.12769,0.34011012,2.825694e-11,4.027726e-10
YCR063W,11.12738,-1.043227,0.48366146,0.01458211,0.031354
YCR075C,4.814673,-2.319653,1.05737271,2.898455e-4,9.737764e-4
YCR079W,22.76612,-1.463778,0.42467987,1.48149e-4,5.327148e-4
YCR085W,24.54524,-1.398476,0.41893292,2.47364e-4,8.453824e-4
YCR097W,886.885,-1.507171,0.33634713,1.931725e-6,1.061779e-5
YDL009C,67.86538,-3.065252,0.42676101,1.814243e-15,5.871297e-14
YDL021W,216.9169,-2.245568,0.37384674,9.680834e-11,1.185435e-9
YDL022W,101.7176,-1.264522,0.30375316,1.231031e-5,5.707916e-5
YDL033C,24.0307,-1.112382,0.3986564,0.002406268,0.006423804
YDL046W,40.4005,-1.420335,0.37929155,5.27662e-5,2.118329e-4
YDL049C,24.43911,-2.376859,0.39621347,6.875668e-11,8.918683e-10
YDL052C,252.6182,-2.482992,0.24954647,7.666417e-25,1.430238e-22
YDL066W,71.85316,-1.059818,0.28064748,8.293788e-5,3.163409e-4
YDL069C,19.8519,-1.35247,0.41249612,3.315783e-4,0.001097704
YDL078C,266.9048,-2.53238,0.35151761,1.34895e-14,3.836947e-13
YDL079C,659.7937,-1.082654,0.34477354,8.285262e-4,0.002504929
YDL085C-A,29.77169,-1.374687,0.31112183,3.278189e-6,1.71564e-5
YDL085W,112.6008,-1.220352,0.35862147,2.695782e-4,9.120518e-4
YDL110C,167.1465,-1.356685,0.26948919,1.66565e-7,1.120384e-6
YDL119C,51.41457,-1.010718,0.31202546,6.525544e-4,0.002016148
YDL120W,38.64761,-1.361312,0.32130379,7.589426e-6,3.677596e-5
YDL123W,110.4436,-2.543466,0.25780167,1.465018e-24,2.3231530000000003e-22
YDL125C,186.2171,-1.46339,0.24490835,6.797316e-10,7.150145e-9
YDL128W,49.4515,-1.870091,0.27837617,2.482272e-12,4.325563e-11
YDL133C-A,191.5029,-2.361664,0.47022292,1.64619e-8,1.354317e-7
YDL138W,64.55074,-1.303216,0.27878106,1.104187e-6,6.287125e-6
YDL141W,35.20716,-1.140093,0.30115051,7.14651e-5,2.775892e-4
YDL142C,19.90514,-1.15843,0.44691477,0.003953103,0.009906967
YDL160C,53.85131,-1.595842,0.28451898,4.675167e-9,4.2243e-8
YDL178W,293.2138,-1.020756,0.20703501,4.605658e-7,2.822579e-6
YDL179W,8.865618,-1.152054,0.46436907,0.005402189,0.01302398
YDL183C,29.63642,-1.232252,0.34304631,1.31668e-4,4.802588e-4
YDL184C,223.7488,-2.503242,0.41082744,2.566669e-11,3.725488e-10
YDL204W,217.0137,-1.212272,0.38957354,7.449851e-4,0.002269664
YDL205C,124.7384,-1.039513,0.23458974,5.096991e-6,2.56589e-5
YDL206W,121.0764,-1.396339,0.18531287,1.652411e-14,4.617289e-13
YDL214C,88.41285,-1.22219,0.43386161,0.001851666,0.005117699
YDL215C,284.9221,-2.694043,0.24476181,5.442987e-30,1.8170979999999997e-27
YDL216C,36.92629,-1.319478,0.33429027,2.803839e-5,1.202485e-4
YDL222C,423.0215,-3.590067,0.60606817,9.430931e-13,1.79103e-11
YDL224C,23.50111,-1.022343,0.33909648,0.001362212,0.003895698
YDL238C,25.72879,-1.963471,0.38411552,3.199034e-8,2.462557e-7
YDL248W,44.08349,-1.921898,0.48999548,8.474547e-6,4.063042e-5
YDR007W,84.18446,-2.552571,0.37327096,1.680432e-13,3.701035e-12
YDR013W,34.81879,-1.458995,0.35222146,9.606371e-6,4.578002e-5
YDR016C,25.1832,-1.585343,0.48989192,2.368382e-4,8.137946e-4
YDR018C,144.604,-1.286281,0.26151513,3.382101e-7,2.134594e-6
YDR019C,63.64375,-1.124683,0.50187272,0.0103807,0.02313748
YDR031W,128.9328,-1.983742,0.43814493,5.358088e-7,3.242972e-6
YDR038C,154.5241,-3.723003,0.79288843,6.532166e-10,6.912011e-9
YDR040C,77.39192,-2.254956,0.85988772,1.690039e-4,5.996661e-4
YDR044W,95.61682,-1.544557,0.44756236,1.23436e-4,4.536236e-4
YDR045C,14.7527,-1.183024,0.40294229,0.001375671,0.003928809
YDR046C,274.1881,-1.808627,0.15063992,5.367495e-34,3.7828909999999995e-31
YDR050C,249.9574,-1.533321,0.56640335,0.001326551,0.003807382
YDR066C,48.56126,-1.189238,0.44203493,0.002841619,0.007423553
YDR069C,148.4796,-1.257351,0.33585888,7.049091e-5,2.744775e-4
YDR072C,255.3116,-2.038195,0.24772174,1.8194790000000003e-17,9.307220000000001e-16
YDR073W,305.5038,-1.413982,0.19655995,2.067221e-13,4.444875e-12
YDR075W,16.58581,-2.059471,0.45837019,5.130472e-7,3.123088e-6
YDR077W,398.4632,-1.187121,0.24031693,3.523311e-7,2.214902e-6
YDR078C,136.7055,-1.731596,0.22330561,1.633134e-15,5.380455e-14
YDR082W,34.4296,-1.070133,0.28191148,7.563702e-5,2.916508e-4
YDR089W,127.5947,-1.402235,0.20400994,2.087808e-12,3.719934e-11
YDR100W,85.18993,-2.206398,0.33233969,1.873887e-12,3.379356e-11
YDR105C,157.177,-1.78641,0.228227,8.20722e-16,2.908119e-14
YDR106W,65.954,-2.089264,0.2606926,9.3148090000000006e-17,4.103044e-15
YDR107C,73.56382,-1.23656,0.20040431,2.913264e-10,3.271746e-9
YDR118W,55.54977,-1.160064,0.26111506,4.112648e-6,2.10545e-5
YDR119W-A,253.1021,-3.632794,0.36884326,1.299121e-26,3.051972e-24
YDR131C,27.39088,-1.935645,0.32178527,2.030777e-10,2.337789e-9
YDR134C,185.1852,-1.16853,0.332057,1.912688e-4,6.716856e-4
YDR148C,107.5871,-2.353188,0.27430702,4.1175669999999996e-19,3.146714e-17
YDR160W,103.2722,-1.003656,0.24436242,2.261206e-5,9.898434e-5
YDR170W-A,2.264693,-1.307492,0.93775289,0.02140303,0.04352658
YDR173C,136.082,-1.292883,0.19344871,9.232017e-12,1.449472e-10
YDR177W,280.2614,-1.507672,0.17884242,9.745962e-18,5.470676e-16
YDR178W,70.4583,-2.092109,0.39068785,6.304018e-9,5.538281e-8
YDR188W,69.96265,-1.204529,0.28342401,9.225734e-6,4.413185e-5
YDR189W,35.40825,-1.596024,0.28065657,2.979183e-9,2.783057e-8
YDR196C,59.00513,-1.037359,0.29947224,2.825293e-4,9.532358e-4
YDR216W,228.6088,-1.078022,0.38199818,0.002304551,0.006173045
YDR224C,84.17573,-1.353501,0.48471723,0.001554822,0.004373498
YDR225W,393.7805,-3.015986,0.42326368,3.431927e-15,1.041565e-13
YDR228C,131.2545,-1.340652,0.19970274,6.989003e-12,1.116656e-10
YDR233C,595.6048,-3.494445,0.25241691,4.47172e-47,2.836412e-43
YDR235W,97.06551,-1.061836,0.18623852,6.394926e-9,5.602627e-8
YDR236C,29.17247,-1.556885,0.40152464,2.384027e-5,1.038591e-4
YDR246W-A,7.554019,-2.189027,0.75605336,1.118726e-4,4.157048e-4
YDR247W,51.97164,-1.517468,0.40128003,3.780343e-5,1.575474e-4
YDR249C,60.99597,-2.50779,0.29970653,1.570429e-18,1.037629e-16
YDR254W,81.09557,-1.739806,0.27263098,3.086439e-11,4.321695e-10
YDR260C,5.063913,-1.308286,0.80819001,0.02005129,0.04113367
YDR275W,87.41381,-2.090665,0.34140739,7.135187e-11,9.131621e-10
YDR276C,78.49847,-1.857669,0.34878223,1.31088e-8,1.100597e-7
YDR288W,71.3612,-1.757755,0.37881413,5.446677e-7,3.287181e-6
YDR302W,42.50991,-2.417773,0.47527747,9.863821e-9,8.420756e-8
YDR305C,99.94177,-1.335535,0.21182136,1.06139e-10,1.289731e-9
YDR315C,54.34301,-1.710582,0.32343225,2.216011e-8,1.772529e-7
YDR319C,131.2532,-1.335226,0.27778697,5.486194e-7,3.307883e-6
YDR320C-A,306.7661,-1.63167,0.55417122,5.311272e-4,0.001687846
YDR322C-A,76.47109,-1.656815,0.39488842,5.122378e-6,2.576625e-5
YDR328C,57.69814,-1.817456,0.32479881,3.188621e-9,2.956933e-8
YDR330W,33.37784,-1.605309,0.36147456,1.913369e-6,1.052602e-5
YDR342C,5205.573,-2.240372,0.31298468,4.543831e-14,1.157491e-12
YDR345C,363.0348,-1.876048,0.38275385,1.157384e-7,7.997044e-7
YDR352W,31.54337,-1.016687,0.32133949,8.378913e-4,0.00252722
YDR357C,243.6297,-2.187033,0.37800217,4.268341e-10,4.700362e-9
YDR370C,45.1904,-1.219946,0.32683302,7.815952e-5,3.004641e-4
YDR371W,116.4747,-2.859125,0.33732672,1.68848e-19,1.3909120000000002e-17
YDR374W-A,24.31042,-1.397747,0.40561016,1.689669e-4,5.996661e-4
YDR376W,76.67478,-1.159112,0.25420721,2.381842e-6,1.283605e-5
YDR377W,107.2742,-1.169182,0.30962483,7.115956e-5,2.765717e-4
YDR378C,40.2502,-1.637191,0.34677697,4.775384e-7,2.923771e-6
YDR379C-A,63.81267,-1.559016,0.43821306,8.129345e-5,3.106291e-4
YDR380W,63.75819,-3.086084,0.57685696,1.845778e-10,2.14428e-9
YDR399W,167.5633,-1.150322,0.36309657,6.8194e-4,0.002099779
YDR404C,23.87628,-1.799104,0.37532414,2.363671e-7,1.543012e-6
YDR408C,42.62325,-1.531355,0.41039771,4.468895e-5,1.813576e-4
YDR409W,54.26912,-1.971447,0.28014168,2.118991e-13,4.540798e-12
YDR424C,118.2299,-1.284134,0.3134119,1.583017e-5,7.167079e-5
YDR435C,33.59338,-1.594335,0.38459205,7.252722e-6,3.533335e-5
YDR437W,6.68227,-3.234457,1.1849415,5.812174e-6,2.893769e-5
YDR456W,149.6933,-1.595364,0.21489054,2.708536e-14,7.249049e-13
YDR461C-A,20.01775,-1.364964,0.44158028,6.060358e-4,0.001889914
YDR476C,34.67942,-1.374346,0.36108988,4.508206e-5,1.82836e-4
YDR492W,129.973,-1.584326,0.48097236,1.954482e-4,6.853112e-4
YDR502C,42.45026,-1.681157,0.52351844,2.048686e-4,7.159678e-4
YDR504C,55.56675,-1.543341,0.32208459,4.073589e-7,2.533213e-6
YDR524C,96.65423,-1.450637,0.20108201,1.672266e-13,3.700886e-12
YDR529C,2105.823,-1.016572,0.25040231,2.727502e-5,1.172918e-4
YDR541C,19.11289,-1.858626,0.39003512,2.364508e-7,1.543012e-6
YEL003W,291.1181,-1.874638,0.30128979,6.434048e-11,8.397359e-10
YEL005C,36.05292,-1.038652,0.33286395,9.417881e-4,0.002800251
YEL012W,284.9369,-1.757644,0.25720315,1.420031e-12,2.626022e-11
YEL013W,95.01956,-1.080722,0.21423561,2.37126e-7,1.545828e-6
YEL017C-A,119.3791,-4.682859,0.57797291,4.955776e-20,4.427392e-18
YEL020W-A,55.96149,-1.969699,0.42454562,3.293971e-7,2.085196e-6
YEL024W,15.95331,-3.570304,0.88236033,2.056194e-8,1.659506e-7
YEL025C,98.76885,-1.391226,0.28581384,3.682214e-7,2.310216e-6
YEL027W,64.23917,-1.992665,0.50258154,5.908865e-6,2.930409e-5
YEL029C,17.57157,-1.143331,0.39520082,0.001676579,0.004674522
YEL035C,50.89311,-1.516764,0.31942609,5.303442e-7,3.216035e-6
YEL039C,295.0937,-1.396975,0.42611253,3.050672e-4,0.001018443
YEL040W,39.77271,-1.362161,0.43110562,4.866734e-4,0.001561441
YEL044W,71.91971,-1.524334,0.31911765,4.549099e-7,2.790613e-6
YEL046C,60.85182,-2.643125,0.40415257,9.095903e-13,1.732592e-11
YEL047C,29.85864,-1.323422,0.38697939,2.128405e-4,7.399218e-4
YEL048C,9.237894,-2.01016,0.55731168,2.189381e-5,9.633355e-5
YEL062W,39.85365,-1.122436,0.28144869,3.2096e-5,1.359953e-4
YEL069C,5.516075,-1.482923,0.87479108,0.01012177,0.02266971
YEL071W,253.5899,-2.662875,0.34666377,2.367407e-16,9.750951e-15
YEL072W,44.60739,-2.178254,0.32848098,2.127004e-12,3.778436e-11
YER009W,157.2428,-2.090327,0.40688383,2.020691e-8,1.641132e-7
YER010C,13.22734,-1.088657,0.42522665,0.004843755,0.01179875
YER019W,63.81751,-1.553398,0.3754537,8.164466e-6,3.93221e-5
YER021W,88.47537,-1.130777,0.2867805,3.825899e-5,1.591323e-4
YER028C,19.8914,-1.106683,0.40643658,0.002964168,0.007708781
YER037W,314.2263,-1.322111,0.3694609,1.191588e-4,4.396882e-4
YER038W-A,6.05464,-2.243159,0.63732014,1.429732e-5,6.543137e-5
YER039C-A,5.380326,-2.269542,0.957956,2.621619e-4,8.892474e-4
YER044C,399.1144,-2.390844,0.31964702,2.740818e-15,8.480493e-14
YER046W,62.93155,-2.562519,0.40747964,6.172178e-12,9.987277e-11
YER048W-A,8.053843,-1.55113,0.57409521,0.00128803,0.003703906
YER052C,20.09424,-1.277602,0.42829118,0.001007735,0.002971671
YER053C-A,2.247937,-1.429269,0.90140446,0.01305857,0.02844238
YER055C,74.46707,-1.329789,0.38850223,2.081888e-4,7.255724e-4
YER065C,39.24716,-1.558848,0.40162567,2.337347e-5,1.02106e-4
YER066W,63.82921,-1.841083,0.31936739,1.134204e-9,1.136232e-8
YER070W,77.22779,-1.284097,0.4469212,0.00139817,0.003984095
YER071C,25.4767,-1.651777,0.44977083,4.321309e-5,1.758182e-4
YER076C,8.375722,-1.075267,0.49516795,0.01334732,0.02899385
YER078C,59.86562,-1.93555,0.26870868,6.936364e-14,1.679288e-12
YER081W,300.2239,-1.230561,0.19739802,1.963324e-10,2.272512e-9
YER089C,70.91344,-1.194886,0.3506435,2.759752e-4,9.316183e-4
YER094C,100.0392,-1.53821,0.26845771,2.584259e-9,2.432041e-8
YER119C,103.2241,-1.950769,0.21004508,1.870838e-21,2.081881e-19
YER136W,194.955,-1.739502,0.24135717,1.025028e-13,2.399171e-12
YER139C,3.358776,-1.676529,0.78990289,0.003175056,0.008184392
YER144C,158.0474,-1.305705,0.27833227,1.01528e-6,5.822713e-6
YER153C,4.705369,-1.965756,0.78888318,6.133387e-4,0.001907998
YER168C,51.76317,-1.383805,0.26389977,5.252904e-8,3.856386e-7
YER180C-A,15.40835,-2.036587,0.41440193,7.275004e-8,5.220062e-7
YER181C,22.30243,-1.607836,0.41883155,2.4983e-5,1.080949e-4
YER185W,17.59487,-1.000682,0.41697602,0.008528463,0.01951517
YER188W,148.7913,-6.4021,0.65990814,1.716509e-26,3.808896e-24
YER190C-B,14.74232,-1.597706,0.54486721,5.984691e-4,0.001869995
YFL005W,20.60929,-2.038169,0.51765341,5.804882e-6,2.892409e-5
YFL009W,166.8528,-3.032397,0.23441038,1.058831e-40,1.679042e-37
YFL010C,48.99578,-1.694319,0.44102495,2.039497e-5,9.033891e-5
YFL010W-A,26.73286,-3.452179,0.73677694,1.462782e-9,1.436289e-8
YFL026W,42.97219,-1.019828,0.28948188,2.322936e-4,8.016532e-4
YFL028C,26.7625,-1.041011,0.44286475,0.009112564,0.02065013
YFL030W,67.14206,-1.457503,0.45609406,3.575146e-4,0.001178034
YFL044C,12.60316,-1.116901,0.38122613,0.001558553,0.004380108
YFL051C,48.60027,-3.212875,0.64252354,7.000124e-10,7.327027e-9
YFL052W,152.9207,-3.281739,0.43215929,3.036429e-17,1.481544e-15
YFL054C,4.319406,-1.419772,0.71609818,0.008930903,0.02029273
YFL055W,8.432503,-1.398916,0.71333151,0.009828452,0.02211718
YFL066C,7.185346,-1.585857,0.75047903,0.004338176,0.01071536
YFR020W,32.54759,-1.870133,0.39397575,2.517179e-7,1.628351e-6
YFR022W,57.74047,-1.61135,0.25976459,1.253574e-10,1.503104e-9
YFR035C,5.776883,-1.337737,0.63262103,0.008738761,0.01990304
YFR052W,101.6394,-1.099036,0.24017619,2.394568e-6,1.289367e-5
YFR055W,28.6997,-2.623692,0.47804314,5.66766e-10,6.062389e-9
YGL001C,140.8677,-3.143702,0.36576323,1.626939e-20,1.5176e-18
YGL028C,15.51384,-1.941688,0.39773946,1.089719e-7,7.570743e-7
YGL033W,21.17355,-1.130327,0.45546596,0.005596244,0.01342548
YGL039W,17.32081,-1.52241,0.36945309,9.326043e-6,4.45445e-5
YGL054C,183.5366,-3.338769,0.48116685,2.968155e-15,9.139324e-14
YGL056C,65.84275,-1.238143,0.28492513,5.714062e-6,2.856131e-5
YGL059W,85.44314,-1.093232,0.33316684,0.00050344090000000005,0.001607918
YGL060W,27.52361,-1.022768,0.3068238,4.616809e-4,0.001489543
YGL062W,312.9604,-1.344014,0.2589357,7.465998e-8,5.351054e-7
YGL063W,29.0853,-1.162546,0.38971363,0.001225988,0.003541184
YGL077C,70.54047,-1.676119,0.2888531,1.286573e-9,1.27711e-8
YGL082W,955.9041,-3.264381,0.41431613,3.518364e-18,2.105376e-16
YGL085W,20.29943,-1.164445,0.3636656,5.948614e-4,0.001861473
YGL087C,45.53494,-1.244822,0.32695235,5.590555e-5,2.231648e-4
YGL088W,11.65532,-1.041764,0.4792653,0.0140551,0.03042555
YGL098W,32.35738,-1.010641,0.30945025,5.947961e-4,0.001861473
YGL104C,24.32579,-1.104154,0.35307158,8.383994e-4,0.002527551
YGL115W,62.58879,-1.296008,0.31303784,1.291725e-5,5.967525e-5
YGL117W,60.32869,-1.643965,0.43789864,3.216838e-5,1.36211e-4
YGL121C,117.7673,-1.821355,0.46181059,1.004056e-5,4.767013e-5
YGL124C,33.19624,-1.241841,0.34072383,1.061188e-4,3.97116e-4
YGL125W,34.63708,-1.525209,0.35320722,3.914297e-6,2.015291e-5
YGL126W,22.07247,-1.383351,0.38494783,1.008387e-4,3.782495e-4
YGL139W,20.8508,-1.56645,0.34317588,1.165192e-6,6.604835e-6
YGL145W,25.27784,-1.290689,0.35505784,1.015155e-4,3.805632e-4
YGL146C,36.26913,-1.151276,0.30232794,6.433815e-5,2.526916e-4
YGL154C,57.76773,-1.105273,0.26046663,1.094162e-5,5.162189e-5
YGL157W,23.75602,-1.729624,0.43208439,9.821844e-6,4.670162e-5
YGL159W,29.57948,-2.255753,0.33789422,1.276454e-12,2.374354e-11
YGL160W,82.48934,-1.152977,0.29051887,3.331652e-5,1.407906e-4
YGL161C,127.177,-1.532878,0.26324861,1.504551e-9,1.475019e-8
YGL167C,238.9287,-1.286126,0.15808882,1.656996e-16,6.914687e-15
YGL179C,126.7528,-1.671113,0.21750009,3.211841e-15,9.794571e-14
YGL181W,61.68053,-1.120112,0.22071298,1.920757e-7,1.277082e-6
YGL187C,14.6842,-2.29086,0.52867993,5.247556e-7,3.185191e-6
YGL188C-A,31.15416,-3.760494,0.74040761,7.973543e-11,1.001509e-9
YGL194C-A,14.94888,-2.22782,0.47556208,1.301483e-7,8.924654e-7
YGL196W,63.40869,-1.648249,0.23004986,1.67453e-13,3.700886e-12
YGL222C,293.4565,-1.130887,0.30681076,1.072557e-4,4.011339e-4
YGL240W,8.240292,-1.472093,0.56412072,0.001993801,0.005455858
YGL247W,81.93877,-1.422578,0.21727012,1.874969e-11,2.772244e-10
YGL253W,71.8245,-2.311723,0.37769042,3.970442e-11,5.416024e-10
YGL259W,2.711547,-1.537781,1.05455753,0.007968263,0.01837248
YGL263W,17.49078,-1.936501,0.50667715,1.207567e-5,5.615539e-5
YGR006W,39.6148,-1.459249,0.3420903,5.605006e-6,2.808258e-5
YGR007W,68.40978,-1.263018,0.19924405,9.523056e-11,1.172908e-9
YGR008C,647.9741,-1.867695,0.4344566,2.009889e-6,1.101878e-5
YGR015C,9.065431,-1.968838,0.59000096,6.241798e-5,2.460642e-4
YGR016W,21.39703,-2.121632,0.38984648,3.610689e-9,3.314414e-8
YGR018C,7.577467,-1.164888,0.60623794,0.01912297,0.03943336
YGR023W,81.6845,-1.190762,0.34923035,2.757978e-4,9.315152e-4
YGR029W,59.03687,-1.546468,0.25343104,2.673003e-10,3.022256e-9
YGR030C,89.60182,-1.982736,0.38390864,2.311247e-8,1.844055e-7
YGR031C-A,10.29262,-1.617637,0.55549352,6.04809e-4,0.001887016
YGR035C,207.98,-4.445757,0.4811918,1.7271e-24,2.671951e-22
YGR036C,63.00724,-1.831186,0.31862497,1.285952e-9,1.27711e-8
YGR038W,38.42567,-1.230824,0.31671216,4.158636e-5,1.700036e-4
YGR040W,16.0493,-1.303053,0.43721796,9.700364e-4,0.002873863
YGR045C,32.4958,-1.592353,0.30533583,4.189989e-8,3.145219e-7
YGR050C,30.14377,-2.14665,0.39227717,2.857412e-9,2.67324e-8
YGR052W,121.9977,-2.245914,0.4338038,1.060448e-8,9.010102e-8
YGR057C,12.95681,-1.248657,0.60746802,0.01217588,0.02666837
YGR067C,173.0812,-3.802988,0.53326938,1.354335e-16,5.843907e-15
YGR068C,27.98773,-1.354814,0.36248648,6.116098e-5,2.420113e-4
YGR074W,6.786843,-2.415237,0.80915391,3.971636e-5,1.637977e-4
YGR075C,20.12577,-1.086963,0.3842072,0.002225712,0.00599223
YGR088W,396.8309,-1.390135,0.31907625,4.226674e-6,2.156862e-5
YGR096W,26.54559,-1.005941,0.36070686,0.002825689,0.007394119
YGR108W,84.70167,-1.226035,0.29627986,1.456446e-5,6.650998e-5
YGR110W,46.09929,-1.182685,0.4613214,0.004097092,0.01022339
YGR117C,85.75683,-1.921654,0.22270811,7.766506999999999e-19,5.598063000000001e-17
YGR121C,97.4441,-1.814085,0.31174926,8.733415e-10,8.97829e-9
YGR121W-A,57.74107,-1.553584,0.34085397,1.233106e-6,6.952523e-6
YGR122W,60.29854,-2.657623,0.45688514,7.728905e-11,9.74641e-10
YGR126W,30.43814,-1.703002,0.37217824,8.331967e-7,4.857506e-6
YGR127W,116.0067,-1.131484,0.3285526,2.66661e-4,9.030597e-4
